Rank,Player,Position,School,Class,Photo_Url,Pick,Slot Value,Adjusted Slot Bonus
500,Michael Addari,RHP,Illinois State,C,https://goredbirds.com/images/2025/9/2/Michael_Addari.png,,,"$150,000"
501,Cooper Shrum,RHP,Belton,H,https://pbs.twimg.com/media/GOofSbLXMAAieWn?format=jpg&name=4096x4096,,,"$400,000"
502,Guy Lynam,SS,Gloucester Catholic,H,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeM6Ec8XHJMreqHtmITNdUga7k4E0yUrSIDA&s,,,"$400,000"
503,Jenker Romero,RHP,Georgia Premier Academy,H,https://09d1d85a2275582e9dad-7b3e649a230e2ba2cff912d8af17e0b5.ssl.cf1.rackcdn.com/8536811.jpeg,,,"$400,000"
504,AJ Rice,SS/RHP,Pickens,H,https://pbs.twimg.com/profile_images/1843069337898287104/AFPjp6nI_400x400.jpg,,,"$400,000"
505,Lee Ellis,SS,Ohio State,C,https://pressprosmagazine.com/wp-content/uploads/LeeEllis_inset0918-1.jpg,,,"$150,000"
506,TJ Takats,OF,Bowling Green,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fbgsufalcons.com%2Fimages%2F2024%2F9%2F17%2FTakats_TJ-1.png&width=180&height=270&type=webp,,,"$150,000"
507,Lucas Steele,C,Auburn,C,https://auburntigers.com/imgproxy/9V_nNIrbe4jBPyWBkddE8X0z-1-Kx3ellxViZiyBiSk/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2F1YnVybi1wcm9kLzIwMjUvMDQvMDcvQXY3TDJ4VGF2Y1RpcE9SMVNRalhUREYwSEVGZEZDQlpxaVlEQ3JCaC5wbmc.png,,,"$150,000"
508,Connor Mattison,RHP,Kentucky,C,https://gculopes.com/images/2024/9/19/Mattison-091824.jg.0001.jpg,,,"$150,000"
509,Hunter Baynes,RHP,Old Dominion,C,https://odusports.com/imgproxy/2ylQB51plpKzwfNMDAXzSQINO1TNsmH6E1iAQbmphcE/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL29kdS1wcm9kLzIwMjUvMDEvMzAvWEZnN2Z1eWl6dkxORWs0YUhSSHN4akp0c09rY21Sb2xSRklYc2FSOS5qcGc.jpg,,,"$150,000"
510,Colin Fisher,LHP,Arkansas,C,https://arkansasrazorbacks.com/wp-content/uploads/2025/01/38-Colin-Fisher-BSB-2025-120481-1x1-1.jpg,,,"$150,000"
511,Cal Sefcik,3B,Cincinnati,C,https://gobearcats.com/imgproxy/4KWZuwupQp51Y-4sNsiqaoAzip8C2xk7Rpsxs0ENyYs/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvYmVhcmNhdHMtY29tLXByb2QvMjAyNS8wNi8xOC9kSnExVGs1Z0QyUlJieWlWR2JjUlE4UTlPWjJWVFJMVU1hb0d1WnZvLndlYnA.webp,,,"$150,000"
512,Macon Winslow,C,North Carolina,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fgoduke.com%2Fimages%2F2024%2F11%2F14%2FWinslow-Macon_HS25.png&width=180&height=270&type=webp,,,"$150,000"
513,Javar Williams,OF,Wake Forest,C,https://godeacs.com/images/2024/2/14/240129_SRS_WAKEBSB_Headshots-Williams.JPG,,,"$150,000"
514,Jackson Freeman,OF,Northwestern,C,,,,"$150,000"
515,Michael Ramsey,RHP,Parsons,H,https://pbs.twimg.com/profile_images/1773909793863802880/g9ofRj6H_400x400.jpg,,,"$400,000"
516,Chase Williams,OF/2B,Florida State,C,https://pbs.twimg.com/profile_images/1846594238445735936/y1tP-KVe_400x400.jpg,,,"$150,000"
517,Christian Lim,LHP,Stanford,C,https://gostanford.com/imgproxy/AfX28JPec1jAYFwcgTZvCh-wTuoKVsWpXUk-IY18EPw/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3N0YW5mb3JkLXByb2QvMjAyNC8wMS8yMi9VUGd1aHBDNEpnbDhmVktNcUlLT2doblJuQm5yY0hoU3BabFlyWTJhLmpwZw.jpg,,,"$150,000"
518,Rylan Lujo,1B/3B,Georgia,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fgeorgiadogs.com%2Fimages%2F2025%2F8%2F19%2FLujo__Rylan.JPG&width=180&height=270&type=webp,,,"$150,000"
519,Gabe Camacho,1B,San Diego,C,https://ucsdtritons.com/images/2025/2/9/Camacho_Gabe.jpg,,,"$150,000"
520,Ariel Antigua,SS,Tennessee,C,https://utsports.com/images/2024/10/27/Antigua_mj9SH.jpg,,,"$150,000"
521,Alex Kranzler,RHP,Vanderbilt,C,https://vucommodores.com/wp-content/uploads/2025/01/77_Kranzler_Alex.jpg,,,"$150,000"
522,Tryston McLaddie,SS,Clemson,C,https://clemsontigers.com/wp-content/uploads/2024/11/McCladdieTryston.jpg,,,"$150,000"
523,JT Guerrero ,RHP,Grand Canyon,C,,,,"$150,000"
524,Dylan Story,RHP,High Point,C,https://highpointpanthers.com/images/2025/1/15/Dylan_Story_Headshot.png,,,"$150,000"
525,Anthony Quigley,OF,Northwest Florida State College,C,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyNOgkh08LXXlqh0AH-__OGHBqH3BWYr5fTQ&s,,,"$150,000"
526,Colton Hartman,LHP,Louisville,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fgocards.com%2Fimages%2F2025%2F2%2F12%2Fcolton_hartman_hs25.jpg&width=180&height=270&type=webp,,,"$150,000"
527,Reese Chapman,OF,Tennessee,C,https://odstcoreprodncus01.blob.core.windows.net/profile/427119/20220703223728_thumbnail-e3a80d42-9e05-427a-8e1d-1ed67023de5d.jpg,,,"$150,000"
528,Jackson Logar,RHP,Mississippi State,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fjmusports.com%2Fimages%2F2025%2F1%2F21%2FJackson_Logar-25.png&width=180&height=270&type=webp,,,"$150,000"
529,Tim Simay,SS,Southern Illinois,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fsiusalukis.com%2Fimages%2F2024%2F12%2F6%2FSimay__Timothy.jpg&width=180&height=270&type=webp,,,"$150,000"
530,Sam Myers,OF,Arizona State,C,https://gofrogs.com/images/2024/10/30/Sam_Myers_Headshot.png,,,"$150,000"
531,Cameron Chee-Aloy,OF,Illinois,C,https://fightingillini.com/images/2024/9/11/CheeAloy_Cameron_WEB_20240825_BSB_Headshot_KS_0274_9wvcY.jpg,,,"$150,000"
532,Cameron Taylor,RHP,Kearney,H,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxuji9Q-jIjMye5CJUERhZaVW8xgyDrYxt2g&s,,,"$400,000"
533,Campbell Smithwick,C,Oklahoma State,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Folemisssports.com%2Fimages%2F2025%2F1%2F30%2FSmithwick__Campbell_2025_CHS.jpg&width=180&height=270&type=webp,,,"$150,000"
534,Drew Talavs,RHP,San Diego State,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F28%2F25BB_Headshot_TalvasDrew_00452.jpg&width=180&height=270&type=webp,,,"$150,000"
535,Jack Bell,SS,TCU,C,https://gofrogs.com/images/2024/10/30/Jack_Bell_Headshot.png?width=300,,,"$150,000"
536,Justin Lee,RHP,UCLA,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fuclabruins.com%2Fimages%2F2024%2F12%2F10%2FLee_Justin01.png&width=180&height=270&type=webp,,,"$150,000"
537,Lorenzo Laurel,OF,Marjory Stoneman Douglas,H,"https://image.maxpreps.io/rosters/76954902-6d31-4d59-b6f4-dbdf36f35ff5/3/f/1/3f13d0a5-6a68-42b4-b295-b32f21ccfb2d/original.jpg?version=638421593917604096&width=1024&crop=1:1,smart",,,"$400,000"
538,Carter Johnstone,3B,Vanderbilt,C,,,,"$150,000"
539,Thomas Crabtree,RHP,Southern Miss,C,https://dudh74xyv196a.cloudfront.net/images/2025/2/9/494466_20241009_BB_Headshot_KL_046.jpg?width=275,,,"$150,000"
540,Reid Gainous,RHP,Thomas County Central,H,https://pbs.twimg.com/profile_images/1813754433420857344/dkflAGkC_400x400.jpg,,,"$400,000"
541,McCoy Silicz,RHP,Bakersfield Christian,H,https://borasclassic.com/wp-content/uploads/2024/03/McCoy-Silicz-scaled.jpg,,,"$400,000"
542,Heath Andrews,RHP,NC State,C,,,,"$150,000"
543,Isaac Morton,RHP,Minnesota,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Ftamu.sidearmsports.com%2Fimages%2F2025%2F1%2F14%2FMorton_-Isaac.jpg&width=180&height=270&type=webp,,,"$150,000"
544,Kenji Pallares,RHP,Loyola Marymound,C,https://gomatadors.com/images/2023/9/12/Pallares_Kenji_24.jpg?width=300,,,"$150,000"
545,Sawyer Farr,SS,Texas A&M,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Ftamu.sidearmsports.com%2Fimages%2F2025%2F1%2F14%2FFarr_-Sawyer.jpg&width=180&height=270&type=webp,,,"$150,000"
546,Donovan LaSalle,2B/OF,Louisiana,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fokstate.com%2Fimages%2F2024%2F9%2F21%2FLaSalle_Donovan_g13Py.JPG&width=180&height=270&type=webp,,,"$150,000"
547,Jack Smejkal,RHP/SS,The Woodlands,H,"https://img.mlbstatic.com/opprops-images/image/upload/ar_1:1,g_auto,c_fill,w_1024/opprops/sab7hytdyjkswaq8b0y9.jpg",,,"$400,000"
548,Landon O'Donnell,RHP,South Florida,C,https://www.scfmanatees.com/sports/bsb/2024-25/photos/-34_Landon_O-Donnell_-2-.jpg?max_height=576&max_width=576&crop=1,,,"$150,000"
549,Tyson Bobo,RHP,Patrick Henry,H,https://pbs.twimg.com/profile_images/1794082448017666048/R9FVvBRr_400x400.jpg,,,"$400,000"
550,Cameron Kim,3B,Cal State Fullerton,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fuclabruins.com%2Fimages%2F2024%2F12%2F10%2FKim_Cameron01.png&width=180&height=270&type=webp,,,"$150,000"
551,Noah Sullivan,1B,Mississippi State,C,,,,"$150,000"
552,Colten Rainer,RHP,Royal,H,"https://image.maxpreps.io/rosters/b231ef20-6494-421f-b3a0-9ccbb82d678f/a/f/4/af4568e0-7d63-44c5-9412-6f80270488b3/original.jpg?version=638762725969759146&width=1024&crop=1:1,smart",,,"$400,000"
553,RJ Hamilton,SS,Duke,C,"https://img.mlbstatic.com/opprops-images/image/upload/ar_1:1,g_auto,c_fill,w_1024/opprops/zthctd3tndlbujdzyolc.jpg",,,"$150,000"
554,Kevin Takeuchi,2B,USC,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fusctrojans.com%2Fimages%2F2025%2F2%2F3%2FTakeuchi__Kevin.jpg&width=180&height=270&type=webp,,,"$150,000"
555,Cal Randall,RHP,UCLA,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fuclabruins.com%2Fimages%2F2024%2F12%2F10%2FRandall_Cal01.png&width=180&height=270&type=webp,,,"$150,000"
556,Tyler Albanese,RHP,San Jose State,C,https://sjsuspartans.com/imgproxy/rN_xI8r5Y4OqjDz5UNZI6sOQw3zc9u_PEf5ZwcYKdrM/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Nhbi1qb3NlLXN0YXRlLXByb2QvMjAyNC8wMi8xMy9SZTdnWXZQZzNlbmtTN3FrYW5xUDg5Z1dHT3VBYXZGYUloWnVNREZKLmpwZw.jpg,,,"$150,000"
557,Easton Winfield,OF,Houston,C,https://pbs.twimg.com/media/GwuLLjtXoAAYpuL?format=jpg&name=small,,,"$150,000"
558,Hudson Calhoun,RHP,Ole Miss,C,,,,"$150,000"
559,Max Jensen,1B,Vanderbilt,C,,,,"$150,000"
560,Kade Bing,LHP,Texas,C,https://texaslonghorns.com/images/2025/1/18/Bing_Kade-Cropped-2025.jpg,,,"$150,000"
561,Tanner Marsh,SS,Liberty,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Flibertyuni.sidearmsports.com%2Fimages%2F2024%2F2%2F1%2FMarsh__Tanner._2024jpg.jpg&width=180&height=270&type=webp,,,"$150,000"
562,Bryson Moore,RHP,Florida State,C,https://pbs.twimg.com/profile_images/1893492164765560832/PLRLlpXu_400x400.jpg,,,"$150,000"
563,Maddux Lessard,C/IF,Muskego,H,https://www.prepbaseballreport.com/passets/photo/WI/9521048673-maddux-lessard-2024.jpg,,,"$400,000"
564,Mark Metcalf,SS,Sarasota,H,,,,"$400,000"
565,Ty Tillery,RHP,Morgan County,H,https://www.lakeoconeenews.us/sites/lakeoconeenews.us/files/styles/article_420/public/20d31448c2_Ar01001024.jpg?itok=c7M_DrSU,,,"$400,000"
566,Noah Everly,SS,St. John Bosco,H,https://www.presstelegram.com/wp-content/uploads/2025/04/LPT-L-HSB-BOSCO-MD-0423-01.jpg?w=640,,,"$400,000"
567,Cam Allen,RHP,Wright State,C,https://wsuraiders.com/images/2024/11/18/Allen__Cameron_084_10-24_LTJQq.jpg,,,"$150,000"
568,Tucker Long,RHP,Ottumwa,H,"https://img.mlbstatic.com/opprops-images/image/upload/ar_1:1,g_auto,c_fill,w_1024/opprops/u8lbqumii9fdgeoxrhrz.jpg",,,"$400,000"
569,Wil Libbert,LHP,Ole Miss,C,https://mutigers.com/images/2024/11/21/25_WilLibbert.jpg,,,"$150,000"
570,Alex Solis,RHP,Houston,C,https://myrgv.com/wp-content/uploads/2023/08/131734948_web1_072222.ALEX_SOLIS.jm.001.jpg,,,"$150,000"
571,James DeCremer III,RHP,Arkansas,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F28%2F25BB_Headshot_DecremerJames_01195.jpg&width=180&height=270&type=webp,,,"$150,000"
572,Ryan MacDougall,C,Dayton,C,https://images.sidearmdev.com/convert?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fudayton.sidearmsports.com%2Fimages%2F2024%2F2%2F16%2FBBALL-07370.jpg&type=webp,,,"$150,000"
573,Karson Reeder,RHP,Tomball,H,"https://images2.minutemediacdn.com/image/upload/c_crop,w_1500,h_843,x_0,y_147/c_fill,w_1200,ar_1:1,f_auto,q_auto,g_auto/images/voltaxMediaLibrary/mmsport/high_school/01jt4hjqwajjvyzvdk75.jpg",,,"$400,000"
574,Winston Pennant,OF,Sumner,H,https://on3static.com/uploads/dev/assets/cms/2024/09/30084916/Screenshot-2024-09-30-at-8.49.04%E2%80%AFAM.png,,,"$400,000"
575,Max Stanley,RHP,Utah State,C,https://core.opendorse.com/profile/435800/20230823200125_2fbebed4-4bd9-4a15-95fc-8d1d86502fbc.jpg,,,"$150,000"
576,James Jorgensen,SS,Jesuit College Prep,H,"https://image.maxpreps.io/rosters/76954902-6d31-4d59-b6f4-dbdf36f35ff5/4/5/0/4501099b-9c2a-4ea5-96a7-cf1c3b3a1a3f/original.jpg?version=638444342313148849&width=1024&crop=1:1,smart",,,"$400,000"
577,Adam Hachman,LHP,Kentucky,C,"https://img.mlbstatic.com/opprops-images/image/upload/ar_1:1,g_auto,c_fill,w_1024/opprops/hx4ocey0pg92jtonwno3.jpg",,,"$150,000"
578,Josh Horvath,OF/RHP,Round Rock,H,https://pbs.twimg.com/profile_images/1918799332838420480/_AFVmtGP_400x400.jpg,,,"$400,000"
579,Trenton Maybin,OF,Asheville,H,https://pbs.twimg.com/profile_images/1818054919955341312/FncN3dzS_400x400.jpg,,,"$400,000"
580,Gunnar Alm,OF,Polk County,H,https://pbs.twimg.com/profile_images/1949629418948767744/eZouemIE_400x400.jpg,,,"$400,000"
581,Nolan Souza,SS/2B,Arkansas,C,https://arkansasrazorbacks.com/wp-content/uploads/2024/01/3-Nolan-Souza-BSB-2024-65358-1x1-1.jpg,,,"$150,000"
582,Davis Rivers,C,Texas Tech,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Ftexastech.com%2Fimages%2F2025%2F2%2F6%2FRivers_Davis.png&width=180&height=270&type=webp,,,"$150,000"
583,Logan Johnstone,OF,Vanderbilt,C,,,,"$150,000"
584,Ariston Veasey,RHP,Alabama,C,,,,"$150,000"
585,Parker Detmers,RHP,Louisville,C,https://www.courier-journal.com/gcdn/authoring/authoring-images/2025/06/10/PLOU/84138322007-detmers-parker.jpg?width=700&height=700&fit=crop&format=pjpg&auto=webp,,,"$150,000"
586,Tristian Dietrich,LHP,Florida International,C,https://fiusports.com/images/2024/9/20/Tristan_Dietrich.png,,,"$150,000"
587,Nick Robert,RHP,Miami,C,https://s3media.247sports.com/Uploads/Assets/87/269/12269087.jpg,,,"$150,000"
588,Frank Menendez,LHP,Florida,C,https://floridagators.com/images/2025/1/6/Menendez_Frank.jpg,,,"$150,000"
589,Jake Hooker,RHP,Xavier,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fgoxavier.com%2Fimages%2F2024%2F9%2F24%2FHooker_J_00003.jpg&width=180&height=270&type=webp,,,"$150,000"
590,Ryan Black,2B,Georgia,C,,,,"$150,000"
591,Aidan Keenan,RHP,Stanford,C,https://gostanford.com/imgproxy/kU26oT1UvPE-7cJZpv0LiLwzXL_h2G1aL-GZFkdK3QU/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3N0YW5mb3JkLXByb2QvMjAyNC8wMS8yMi9YNGFwZlVtT2Z2ZlBEY1RSbXlTQUE1M2tnd1pvMFdTbEFYbVltZzlBLmpwZw.jpg,,,"$150,000"
592,Cal Fisher,2B/SS,Florida State,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Ffsuni.sidearmsports.com%2Fimages%2F2023%2F9%2F14%2FFisher__Cal.jpg&width=180&height=270&type=webp,,,"$150,000"
593,Talan Bell,RHP,Clemson,C,https://clemsontigers.com/wp-content/uploads/2024/11/BellTalan.jpg,,,"$150,000"
594,Darnell Parker Jr,SS,Campbell,C,https://gocamels.com/images/2024/11/21/ParkerJr_Darnell_04_.jpg,,,"$150,000"
595,Tate McKee,RHP,Georgia Tech,C,https://ramblinwreck.com/imgproxy/LWXruP5IfH0LgOnfHw2BTizi_58RpvmteeRGeLfralc/fit/2500/2500/ce/0/aHR0cHM6Ly9yYW1ibGlud3JlY2suY29tL3dwLWNvbnRlbnQvdXBsb2Fkcy8yMDI0LzExL1RhdGUtTWNLZWUtSFMuanBn.jpg,,,"$150,000"
596,Isaiah Magdaleno,RHP,Hawaii,C,https://hawaiiathletics.com/images/2024/12/19/Magdaleno__Isaiah24_9020_yzqlB.jpg,,,"$150,000"
597,Aidan Weaver,RHP,Duke,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fgoduke.com%2Fimages%2F2024%2F11%2F14%2FWeaver-Aidan_HS25.png&width=180&height=270&type=webp,,,"$150,000"
598,Porter Buursema,RHP,Georgia Tech,C,https://ramblinwreck.com/imgproxy/wQjswZL49-2zsyAKLEl1cJ0pZnAbwAuqI6bOWykv3nk/fit/2500/2500/ce/0/aHR0cHM6Ly9yYW1ibGlud3JlY2suY29tL3dwLWNvbnRlbnQvdXBsb2Fkcy8yMDI0LzExL1BvcnRlci1CdXVyc2VtYS1IUy5qcGc.jpg,,,"$150,000"
599,Collin McKinney,RHP,Arizona,C,,,,"$150,000"
600,Landon Schutte,RHP,Oakdale,H,https://image.maxpreps.io/careers/c/f/b/cfb998af-340f-4184-a680-2b8fb62e92f7/thumbnail.jpg?version=638828704313807608,,,"$400,000"
601,Jaylen Walker,OF,Lutheran South Academy,H,https://pbs.twimg.com/profile_images/1777535849938161664/oL9wz_rU_400x400.jpg,,,"$400,000"
602,Cole Stokes,RHP,Florida State,C,,,,"$150,000"
603,Mavrick Rizy,RHP,LSU,C,,,,"$150,000"
604,Madden Clement,LHP,Virginia Tech,C,,,,"$150,000"
605,Max Yehl,LHP,West Virginia,C,,,,"$150,000"
606,Bryson Wittmer,LHP,Milan Edison,H,https://d3i5p6znmm9yua.cloudfront.net/360_Sandusky_Live/0/0/0/0/440/50/440050_1,,,"$400,000"
607,Cole Leaman,RHP,Lehigh,C,,,,"$150,000"
608,Brayden Harris,RHP,Trinity Christian Academy,H,https://pbs.twimg.com/profile_images/1898450178174062592/9WLO0Xcd_400x400.jpg,,,"$400,000"
609,Jayson Jones,3B/OF,Wichita State,C,,,,"$150,000"
610,Jonathan Adelmann,RHP,Bucknell,C,,,,"$150,000"
611,Michael Teasley,RHP,Oak Ridge,H,https://pbs.twimg.com/media/GuYfoXOXwAMb9cy?format=jpg&name=large,,,"$400,000"
612,JT Darden,OF,Cypress Woods,H,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2P_pG3lGK5ViYYpA1LpjuFsxvWHWpw0QKug&s,,,"$400,000"
613,Joshua Volmerding,LHP,Cal Poly,C,,,,"$150,000"
614,Mikhai Grant,RHP,Kennesaw State,C,,,,"$150,000"
615,Charlie Atkinson,RHP,Dallas Baptist,C,,,,"$150,000"
616,Ty Horn,RHP,Nebraska,C,,,,"$150,000"
617,Tait Reynolds,OF,Queen Creek,H,"https://www.azcentral.com/gcdn/authoring/authoring-images/2024/07/07/PPHX/74321610007-taitpic-1.JPG?crop=2516,2515,x0,y0",,,"$400,000"
618,Parker Granse,LHP,Pensacola Catholic,H,"https://image.maxpreps.io/rosters/76954902-6d31-4d59-b6f4-dbdf36f35ff5/8/e/2/8e27b1a9-734b-4bfb-8858-9c72c8bf7660/original.jpg?version=638426716774008907&width=1024&crop=1:1,smart",,,"$400,000"
619,Parker Picot,OF,Alabama,C,,,,"$150,000"
620,Jackson Chirello,OF,Kennesaw State,C,,,,"$150,000"
621,Matt Sauser,RHP,Central Florida,C,,,,"$150,000"
622,Crew McChesney,OF,Brigham Young,C,,,,"$150,000"
623,Drew Detlefsen,OF,UTSA,C,,,,"$150,000"
624,Ethan Farris,3B,Texas State,C,,,,"$150,000"
625,Daniel Nienaber,RHP,Glen Allen,H,https://pbs.twimg.com/profile_images/1650644886104727552/N9slUh9i_400x400.jpg,,,"$400,000"
626,Easton Webb,RHP,Charles Page,H,"https://image.maxpreps.io/rosters/79ff50d9-e9a1-4afe-9bc5-2e71a6a36e8f/2/4/e/24e1ce07-2475-4864-a2fb-a1eb547af5be/original.jpg?version=638776848402820235&width=1024&crop=1:1,smart",,,"$400,000"
627,Parker Van Engelenhoven,RHP,Olentangy Liberty,H,https://pbs.twimg.com/profile_images/1940140290066509824/eu4e2GjO_400x400.jpg,,,"$400,000"
628,Schuyler Sandford,RHP,Florida,C,,,,"$150,000"
629,Andrew Cain,3B,Arizona,C,,,,"$150,000"
630,Alex Valentin,LHP,Texas State,C,,,,"$150,000"
631,Dylan Schlaegel,OF,Dallas Baptist,C,,,,"$150,000"
632,Brayden Sharp,LHP,Rice,C,,,,"$150,000"
633,Bryce Molinaro,3B,Penn State,C,,,,"$150,000"
634,Ryan Hetzler,RHP,Auburn,C,,,,"$150,000"
635,Trey Newmann,RHP,California,C,,,,"$150,000"
636,Tyler Fay,RHP,Alabama,C,,,,"$150,000"
637,Joseph Taylor,RHP,Charlotte,C,,,,"$150,000"
638,Max Knight,LHP/1B,Oklahoma State,C,,,,"$150,000"
639,Kyle Boylston,OF,Florida Atlantic,C,,,,"$150,000"
640,Derek Schaefer,RHP,Arizona State,C,,,,"$150,000"
641,Christian Rodriguez,RHP,Florida,C,,,,"$150,000"
642,Tucker Holland,LHP,Arkansas,C,,,,"$150,000"
643,Nicholas Bradley,RHP,Abington Heights,H,https://pbs.twimg.com/profile_images/1583133827085570048/pRmupenI_400x400.jpg,,,"$400,000"
644,Anson Seibert,RHP,Tennessee,C,,,,"$150,000"
645,Chase Morgan,LHP,Louisiana,C,,,,"$150,000"
646,Tyler Pitzer,RHP,Mississippi State,C,,,,"$150,000"
647,Jack Cropper,RHP,Northeastern,C,,,,"$150,000"
648,Shea Wendt,RHP,Creighton,C,,,,"$150,000"
649,Jacob Gholston,RHP,Oklahoma,C,,,,"$150,000"
650,Brennan Seiber,RHP,Vanderbilt,C,,,,"$150,000"
651,Nate Brittain,RHP,Duke,C,,,,"$150,000"
652,AJ Garcia,OF,Michigan,C,,,,"$150,000"
653,Hunter Elliott,LHP,Ole Miss,C,,,,"$150,000"
654,Olin Johnson,RHP,North Carolina,C,,,,"$150,000"
655,Hunter Watson,C,Tuttle,H,https://s.yimg.com/ny/api/res/1.2/MQhrkisZtYDiHgZ_Y4rpAg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTQyNztjZj13ZWJw/https://media.zenfs.com/en/the_oklahoman_natl_articles_469/6e55bd808065aa435d4a665db7a5e306,,,"$400,000"
656,James Brody Delamielleure,SS/OF,Florida State,C,,,,"$150,000"
657,Aiden O'Connell,LHP,Duke,C,,,,"$150,000"
658,Derrick Tarpley Jr.,OF,Pittsburgh,C,,,,"$150,000"
659,Michael Graziano,OF,Georgia Tech,C,,,,"$150,000"
660,Jayden Davis,2B,Penn State,C,,,,"$150,000"
661,Luke Gaffney,1B,Clemson,C,,,,"$150,000"
662,Samuel Richardson,OF,Jacksonville State,C,,,,"$150,000"
663,Griffin Miller,OF,The Benjamin School,H,https://pbs.twimg.com/media/GqZTlDpWEAACn5C?format=jpg&name=large,,,"$400,000"
664,Cameron Hanes,RHP,TNXL Academy,H,https://09d1d85a2275582e9dad-7b3e649a230e2ba2cff912d8af17e0b5.ssl.cf1.rackcdn.com/9926425.jpg,,,"$400,000"
665,Connor Griffin,RHP,Binghamton,C,,,,"$150,000"
666,Thomas Burns,RHP,Texas,C,,,,"$150,000"
667,Cade Brown,3B,Georgia Tech,C,,,,"$150,000"
668,Brady Marshall,3B,Reagan,H,https://pbs.twimg.com/profile_images/1609738427456438279/iLDWyOId_400x400.jpg,,,"$400,000"
